gene_symbol,uniprotkb_ac
PRKACB,P22694
UQCRC2,P22695
SLC2A5,P22732
SLC2A5,P22732
TGM1,P22735
NR4A1,P22736
NR4A1,P22736
CA4,P22748
GNLY,P22749
AADAC,P22760
CPN2,P22792
CPN2,P22792
EVI2A,P22794
FECH,P22830
LHCGR,P22888
PROZ,P22891
MMP8,P22894
MMP8,P22894
MRC1,P22897
CRYGS,P22914
XPA,P23025
IGHV1-2,P23083
AMPD1,P23109
CES1,P23141
FBLN1,P23142
FBLN1,P23142
TCEA1,P23193
PTGS1,P23219
ITGA6,P23229
ITGA6,P23229
SFPQ,P23246
TUBG1,P23258
KEL,P23276
CA6,P23280
PPIB,P23284
S100A1,P23297
HRC,P23327
ANOS1,P23352
ME2,P23368
GLDC,P23378
WARS,P23381
WARS,P23381
RPS3,P23396
RPS3,P23396
MYF6,P23409
GLRA1,P23415
GLRA2,P23416
GLRA2,P23416
GCSH,P23434
CBLN1,P23435
RPS6KB1,P23443
JAK1,P23458
JAK1,P23458
PTPRB,P23467
PTPRD,P23468
PTPRE,P23469
PTPRE,P23469
PTPRG,P23470
PTPRZ1,P23471
LOR,P23490
SP100,P23497
MCC,P23508
MCC,P23508
MCC,P23508
TNFSF4,P23510
NFYA,P23511
OMG,P23515
AHCY,P23526
HIST1H2BO,P23527
CFL1,P23528
BDNF,P23560
BDNF,P23560
NPPC,P23582
NPPC,P23582
EIF4B,P23588
F8A2,P23610
F8A3,P23610
ATP2B4,P23634
ITPKA,P23677
DGKA,P23743
DGKA,P23743
PAX7,P23759
PAX3,P23760
VAMP1,P23763
GATA2,P23769
GATA2,P23769
GATA3,P23771
CPT2,P23786
DTYMK,P23919
RRM1,P23921
RRM1,P23921
PRPH2,P23942
FSHR,P23945
CMA1,P23946
SLC6A2,P23975
SLC6A2,P23975
IL32,P24001
LAMA2,P24043
LAMA2,P24043
LAMA2,P24043
GABRR1,P24046
FCAR,P24071
PRTN3,P24158
ZBTB25,P24278
ZBTB25,P24278
GPT,P24298
GPT,P24298
COX7A1,P24310
COX7B,P24311
MMP11,P24347
CCND1,P24385
CHM,P24386
CRHBP,P24387
KDELR1,P24390
IL4R,P24394
IL4R,P24394
CYP3A7,P24462
CYP3A7,P24462
NR2F2,P24468
GADD45A,P24522
EDNRB,P24530
EDNRB,P24530
EEF1B2,P24534
EEF1B2,P24534
ATP5F1,P24539
ATP5PB,P24539
TBXAS1,P24557
AKAP5,P24588
IGFBP6,P24592
IGFBP5,P24593
ACP1,P24666
PRKCH,P24723
ACAT1,P24752
TNC,P24821
MYL9,P24844
DNASE1,P24855
CCNC,P24863
CCNE1,P24864
CYP2F1,P24903
POLR2A,P24928
POLR2A,P24928
CDK2,P24941
HRH2,P25021
HRH2,P25021
CXCR1,P25024
CXCR2,P25025
CXCR2,P25025
APC,P25054
APC,P25054
CD24,P25063
COL8A2,P25067
COL8A2,P25067
FPR3,P25089
FPR3,P25089
FPR2,P25090
FPR2,P25090
GUCY2C,P25092
GRK2,P25098
ADRA1D,P25100
EDNRA,P25101
TACR1,P25103
PTAFR,P25105
PTAFR,P25105
ACKR3,P25106
ACKR3,P25106
F2R,P25116
F2R,P25116
MPZ,P25189
MCM3,P25205
MCM3,P25205
NFYB,P25208
AZGP1,P25311
MPST,P25325
MPST,P25325
LAMA1,P25391
RPS12,P25398
BRD2,P25440
BRD2,P25440
FAS,P25445
YY1,P25490
DNAJB1,P25685
DNAJB2,P25686
ATP5A1,P25705
ATP5F1A,P25705
MT3,P25713
CTSS,P25774
PSMA1,P25786
PSMA2,P25787
PSMA3,P25788
PSMA4,P25789
PSMA4,P25789
LMO2,P25791
LMO2,P25791
LMO1,P25800
S100P,P25815
UCP1,P25874
NPY1R,P25929
NPY1R,P25929
COL5A3,P25940
CD40,P25942
NFKBIA,P25963
ITGA3,P26006
ITGB7,P26010
ITGB8,P26012
PTX3,P26022
MSN,P26038
PTPN3,P26045
DDX6,P26196
DDX6,P26196
CTNNA2,P26232
DNMT1,P26358
PAX6,P26367
PAX6,P26367
U2AF2,P26368
KRTAP5-9,P26371
RPL13,P26373
RPL13,P26373
CHML,P26374
ELAVL4,P26378
ACRV1,P26436
HSD3B2,P26439
HSD3B2,P26439
IVD,P26440
IVD,P26440
CNTF,P26441
S100A4,P26447
S100A4,P26447
MGAT1,P26572
MGAT1,P26572
HMGB2,P26583
HMGB2,P26583
PTBP1,P26599
TARS,P26639
TARS,P26639
VARS,P26640
EEF1G,P26641
ZFP36,P26651
ZFP36,P26651
PLN,P26678
KLRC1,P26715
KLRC1,P26715
KLRC1,P26715
KLRC1,P26715
KLRC2,P26717
KLRK1,P26718
CD27,P26842
CD27,P26842
FKBP2,P26885
FKBP2,P26885
MST1,P26927
IL3RA,P26951
CNTFR,P26992
CNTFR,P26992
CRYBB3,P26998
ACVR2A,P27037
ACVR2A,P27037
STOM,P27105
AK4,P27144
AK4,P27144
PON1,P27169
ANXA13,P27216
MAOB,P27338
YWHAQ,P27348
GIF,P27352
MAPK3,P27361
MARK3,P27448
MARK3,P27448
ATP6V0C,P27449
ATP6V0C,P27449
G0S2,P27469
CALML3,P27482
DPP4,P27487
ARNT,P27540
CERS1,P27544
RPL10,P27635
RPL10,P27635
COL8A1,P27658
COL8A1,P27658
RPA1,P27694
APEX1,P27695
APEX1,P27695
CD82,P27701
DCK,P27707
CAD,P27708
CAD,P27708
CALR,P27797
PDE4A,P27815
MAP4,P27816
CANX,P27824
CANX,P27824
CFP,P27918
CFP,P27918
IL1R2,P27930
PIK3R1,P27986
ITPKB,P27987
AOAH,P28039
PSMB8,P28062
PSMB9,P28065
PSMA5,P28066
HLA-DMA,P28067
HLA-DMB,P28068
POU1F1,P28069
PSMB4,P28070
PSMB6,P28072
PSMB5,P28074
GSTM2,P28161
HTR1D,P28221
HTR1B,P28222
HTR2A,P28223
ABCD3,P28288
TMOD1,P28289
TMOD1,P28289
SSFA2,P28290
ITPRID2,P28290
LOX,P28300
ELK4,P28324
CST5,P28325
PEX2,P28328
PEX2,P28328
PEX2,P28328
PEX2,P28328
CHAT,P28329
CHAT,P28329
CHAT,P28329
ACADL,P28330
NDUFS1,P28331
ADH6,P28332
ADH6,P28332
HTR2C,P28335
HTR2C,P28335
NMBR,P28336
NMBR,P28336
POLD1,P28340
POLD1,P28340
TEAD1,P28347
HOXD9,P28356
HOXD10,P28358
MSX1,P28360
SMARCA1,P28370
GABRB3,P28472
GABRR2,P28476
MAPK1,P28482
MAPK1,P28482
DUSP1,P28562
HTR1E,P28566
HTR1E,P28566
GCA,P28676
MZF1,P28698
MZF1,P28698
RXRB,P28702
ERCC5,P28715
ERCC5,P28715
RBL1,P28749
GRN,P28799
PTPRM,P28827
LAP3,P28838
HSD11B1,P28845
HSD11B1,P28845
CD34,P28906
CD38,P28907
TNFRSF8,P28908
CD1B,P29016
CD1C,P29017
GJB2,P29033
GJB2,P29033
S100A2,P29034
PTPN4,P29074
PTPN4,P29074
GTF2E1,P29083
GTF2E1,P29083
GTF2E2,P29084
GTF2E2,P29084
PCSK1,P29120
PCSK6,P29122
TPP2,P29144
TPP2,P29144
IMPA1,P29218
ADORA2A,P29274
ADORA2A,P29274
ADORA2B,P29275
CTGF,P29279
CTGF,P29279
EPHA2,P29317
EPHA3,P29320
EPHA8,P29322
EPHB2,P29323
PTPN6,P29350
SHC1,P29353
TACR3,P29371
MPG,P29372
CRABP2,P29373
CRABP2,P29373
ARID4A,P29374
KDM5A,P29375
LTK,P29376
S100G,P29377
S100G,P29377
COL4A5,P29400
TKT,P29401
TKT,P29401
IL12A,P29459
IL12B,P29460
CASP1,P29466
CASP1,P29466
NOS3,P29474
NOS1,P29475
SERPINB3,P29508
LMOD1,P29536
RBMS1,P29558
PML,P29590
TYK2,P29597
TYK2,P29597
SERPINA4,P29622
SERPINA4,P29622
EEF1D,P29692
EEF1D,P29692
OAS2,P29728
CRABP1,P29762
PDHA2,P29803
CD40LG,P29965
MARCKS,P29966
AQP1,P29972
CNGA1,P29973
GNA11,P29992
ALDH4A1,P30038
ALDH4A1,P30038
PBLD,P30039
ERP29,P30040
PRDX6,P30041
C21orf33,P30042
BLVRB,P30043
PRDX5,P30044
PRDX5,P30044
DDT,P30046
DDT,P30046
GCHFR,P30047
PRDX3,P30048
ATP5D,P30049
ATP5F1D,P30049
RPL12,P30050
ECHS1,P30084
CMPK1,P30085
PEBP1,P30086
PDIA3,P30101
PPP2R1A,P30153
PPP2R1B,P30154
CD6,P30203
CDC27,P30260
FCER1G,P30273
CCND2,P30279
CCND3,P30281
WEE1,P30291
MIP,P30301
CDC25A,P30304
CDC25B,P30305
CDC25C,P30307
CDC25C,P30307
PPIF,P30405
TM4SF1,P30408
BDKRB2,P30411
NKTR,P30414
NMT1,P30419
HLA-F,P30511
AVPR2,P30518
HMOX2,P30519
HMOX2,P30519
ADSS,P30520
AXL,P30530
AXL,P30530
SLC6A1,P30531
SLC6A1,P30531
CHRNA5,P30532
LRPAP1,P30533
TSPO,P30536
TSPO,P30536
ADORA1,P30542
ADORA1,P30542
GRPR,P30550
AGTR1,P30556
AGTR1,P30556
OXTR,P30559
OXTR,P30559
ADSL,P30566
PKLR,P30613
CLIP1,P30622
SRI,P30626
GNA15,P30679
GNA15,P30679
GSTT1,P30711
SERPINB1,P30740
GCH1,P30793
GCH1,P30793
SLC7A1,P30825
SLC7A1,P30825
ALDH1B1,P30837
ALDH3A1,P30838
ALDH3A1,P30838
SSTR1,P30872
SSTR2,P30874
POLR2B,P30876
POLR2B,P30876
CHRNB4,P30926
HTR1F,P30939
HTR1F,P30939
OR1E1,P30953
OR10J1,P30954
GNRHR,P30968
CALCR,P30988
NTSR1,P30989
NTS,P30990
LCN1,P31025
LCN1,P31025
SDHA,P31040
CORO1A,P31146
CORO1A,P31146
GDI1,P31150
S100A7,P31151
MAPK4,P31152
MAPK4,P31152
MAT2A,P31153
SRD5A2,P31213
HOXD3,P31249
HOXD3,P31249
HOXA10,P31260
HOXA6,P31267
HOXA7,P31268
HOXA9,P31269
HOXA11,P31270
HOXA13,P31271
HOXC8,P31273
HOXC9,P31274
HOXC12,P31275
HOXC13,P31276
HOXD11,P31277
TLX1,P31314
PRKAR1B,P31321
PRKAR1B,P31321
PRKAR2B,P31323
CPS1,P31327
RRM2,P31350
CD52,P31358
FGF9,P31371
SSTR4,P31391
CASQ1,P31415
SDC4,P31431
TIA1,P31483
FMO4,P31512
FMO3,P31513
FMO3,P31513
HIVEP2,P31629
HIVEP2,P31629
SLC5A2,P31639
SLC6A6,P31641
GABRA5,P31644
GABRA5,P31644
SLC6A4,P31645
DNAJA1,P31689
AKT1,P31749
AKT1,P31749
AKT2,P31751
IL2RG,P31785
UQCRC1,P31930
HIBADH,P31937
ATIC,P31939
APOBEC3A,P31941
APOBEC3A,P31941
HNRNPH3,P31942
HNRNPH3,P31942
HNRNPH1,P31943
HNRNPH1,P31943
CASP14,P31944
YWHAB,P31946
YWHAB,P31946
SFN,P31947
STIP1,P31948
S100A11,P31949
FCGR2B,P31994
FCGR2C,P31995
CEACAM8,P31997
CEACAM8,P31997
L1CAM,P32004
L1CAM,P32004
INPP5B,P32019
INPP5B,P32019
INPP5B,P32019
PRDX2,P32119
ARRB2,P32121
GK,P32189
CCKAR,P32238
CCKBR,P32239
VIPR1,P32241
OTX1,P32242
OTX1,P32242
OTX2,P32243
OTX2,P32243
MC4R,P32245
CCR1,P32246
BRS3,P32247
CCR7,P32248
CCR7,P32248
GPR183,P32249
GPR183,P32249
CHRNA3,P32297
GRK4,P32298
CXCR5,P32302
FOXN2,P32314
CDA,P32320
DCTD,P32321
PYCR1,P32322
PYCR1,P32322
SLC8A1,P32418
GBP1,P32455
GBP2,P32456
ELF1,P32519
SSTR3,P32745
SSTR3,P32745
HPD,P32754
GTF2H1,P32780
GTF2H1,P32780
STX2,P32856
IFNA8,P32881
DSG3,P32926
CSF2RB,P32927
CTH,P32929
ICAM3,P32942
RPL9,P32969
RPL9P7,P32969
CD70,P32970
TNFSF8,P32971
MC5R,P33032
CIITA,P33076
CIITA,P33076
CIITA,P33076
ACSL1,P33121
ACSL1,P33121
CDH5,P33151
KIF5B,P33176
CSTF2,P33240
LSP1,P33241
CYP2C18,P33260
CYP2C19,P33261
CYP2C19,P33261
DUT,P33316
GUCY1A2,P33402
ABCC1,P33527
CKS2,P33552
CD80,P33681
S100A5,P33763
S100A3,P33764
HIST1H2BB,P33778
ABCD1,P33897
MAN1A1,P33908
KDELR2,P33947
TTK,P33981
MCM4,P33991
MCM4,P33991
MCM5,P33992
MCM7,P33993
GALNS,P34059
RNASE4,P34096
RNASE4,P34096
NTF4,P34130
NTF4,P34130
SDC2,P34741
CD68,P34810
BMP8B,P34820
SHMT1,P34896
SHMT2,P34897
GABRA3,P34903
EVI2B,P34910
EPHX2,P34913
RYK,P34925
HSPA1L,P34931
HSPA4,P34932
GRK5,P34947
MPI,P34949
HTR7,P34969
CNR2,P34972
CNR2,P34972
TRHR,P34981
TRHR,P34981
OR1D2,P34982
PTGER1,P34995
CRHR1,P34998
PRSS3,P35030
PRSS3,P35030
PRSS3,P35030
GPC1,P35052
BTC,P35070
BTC,P35070
PFN2,P35080
USP6,P35125
USP6,P35125
GJA4,P35212
GJA4,P35212
CA5A,P35218
CA8,P35219
CA8,P35219
CTNNA1,P35221
CTNNA1,P35221
CTNNB1,P35222
CTNNB1,P35222
IL13,P35225
BMI1,P35226
BMI1,P35226
PCGF2,P35227
PCGF2,P35227
NOS2,P35228
PHB,P35232
PHB,P35232
PTPN7,P35236
PTPN7,P35236
SERPINB6,P35237
SERPINB6,P35237
NF2,P35240
RDX,P35241
RCVRN,P35243
RPA3,P35244
SFTPD,P35247
SFTPD,P35247
RFC4,P35249
RFC4,P35249
RFC2,P35250
RFC1,P35251
RPL22,P35268
GTF2F1,P35269
SPR,P35270
ADM,P35318
SPRR1A,P35321
SPRR1A,P35321
SPRR2B,P35325
SPRR2B,P35325
SPRR2A,P35326
SSTR5,P35346
SSTR5,P35346
ADRA1A,P35348
PTGS2,P35354
HRH1,P35367
HRH1,P35367
ADRA1B,P35368
OPRM1,P35372
RORA,P35398
PTGER4,P35408
MAS1L,P35410
APLNR,P35414
THBS2,P35442
THBS4,P35443
THBS4,P35443
HOXD12,P35452
HOXD13,P35453
DRD3,P35462
IDUA,P35475
SCN1A,P35498
SCN1A,P35498
SCN4A,P35499
UGT1A3,P35503
UGT1A5,P35504
CBS,P35520
CLCN1,P35523
CLCN1,P35523
KRT9,P35527
SAA4,P35542
FAU,P35544
MSX2,P35548
FBN1,P35555
FBN1,P35555
FBN2,P35556
GCK,P35557
PCK1,P35558
IRS1,P35568
AGL,P35573
AGL,P35573
G6PC,P35575
MYH9,P35579
MYH10,P35580
TIE1,P35590
COPB2,P35606
ACTN2,P35609
SOAT1,P35610
ADD1,P35611
ADD2,P35612
ADD2,P35612
BSG,P35613
TIMP3,P35625
GRK3,P35626
FUS,P35637
DDIT3,P35638
DDIT3,P35638
NUP214,P35658
DEK,P35659
CYLC1,P35663
ATP7B,P35670
HNF1B,P35680
SOX5,P35711
SOX6,P35712
SOX6,P35712
SOX18,P35713
SOX11,P35716
MYH11,P35749
GLRX,P35754
GLRX,P35754
ZNF93,P35789
CHKA,P35790
PPM1A,P35813
IGFALS,P35858
AHR,P35869
KRT20,P35900
KRT2,P35908
PDE6B,P35913
PDE6B,P35913
HMGCL,P35914
FLT4,P35916
KDR,P35968
PSMC2,P35998
SLC16A2,P36021
CHI3L1,P36222
GGT2,P36268
GGT5,P36269
GJA5,P36382
GJA5,P36382
GJC1,P36383
GJC1,P36383
TCF7,P36402
TCF7,P36402
ARL2,P36404
ARL3,P36405
ARL3,P36405
TRIM23,P36406
MAP2K2,P36507
ZNF76,P36508
UGT2B10,P36537
ATP5C1,P36542
ATP5F1C,P36542
ATP6V1E1,P36543
CHRNA7,P36544
CPOX,P36551
ARR3,P36575
RPL4,P36578
NUDT1,P36639
LONP1,P36776
PGM1,P36871
PPP1CC,P36873
FLT3,P36888
BMPR1A,P36894
BMPR1A,P36894
ACVR1B,P36896
TGFBR1,P36897
GNL1,P36915
LTBR,P36941
SERPINB5,P36952
POLR2I,P36954
SERPINF1,P36955
SERPINF1,P36955
SREBF1,P36956
DLST,P36957
GMPR,P36959
GPX4,P36969
CFHR2,P36980
ACVRL1,P37023
ACVRL1,P37023
HSD17B3,P37058
HSD17B2,P37059
SCNN1A,P37088
SRP14,P37108
TGFBR2,P37173
NUP62,P37198
NUP62,P37198
PPARG,P37231
HPCAL1,P37235
HPCAL1,P37235
FDFT1,P37268
FDFT1,P37268
ZEB1,P37275
PIGA,P37287
AVPR1A,P37288
TAGLN2,P37802
TAGLN2,P37802
TALDO1,P37837
SNCA,P37840
SNCA,P37840
ETFB,P38117
RBMX,P38159
BRCA1,P38398
GNAL,P38405
GNAL,P38405
COIL,P38432
GGCX,P38435
IFNGR2,P38484
SPAM1,P38567
SPAM1,P38567
ITGAE,P38570
LIPA,P38571
LIPA,P38571
ATP6V1A,P38606
HSPA9,P38646
EIF4A3,P38919
IGHMBP2,P38935
CDKN1A,P38936
CDKN1A,P38936
RPS19,P39019
RPS19,P39019
RPL3,P39023
COL15A1,P39059
COL15A1,P39059
COL18A1,P39060
COL18A1,P39060
GRIK1,P39086
MPV17,P39210
MPV17,P39210
DDOST,P39656
DDOST,P39656
ANP32A,P39687
FEN1,P39748
PLA2G5,P39877
PLA2G5,P39877
CUX1,P39880
MMP12,P39900
GDNF,P39905
CAPG,P40121
CAPG,P40121
CAP2,P40123
DCT,P40126
ADCY8,P40145
IL6ST,P40189
GP5,P40197
CEACAM3,P40198
CEACAM6,P40199
CEACAM6,P40199
CD96,P40200
MYCNOS,P40205
TXLNA,P40222
TXLNA,P40222
THPO,P40225
THPO,P40225
CCT6A,P40227
MPL,P40238
CD79B,P40259
NNMT,P40261
IFI27,P40305
IFI27,P40305
PSMB10,P40306
CTRL,P40313
VHL,P40337
ADH7,P40394
PBX1,P40424
PBX2,P40425
PBX3,P40426
RPL13A,P40429
RPL13A,P40429
ARL1,P40616
ARL4A,P40617
ARL4A,P40617
MLH1,P40692
STAT3,P40763
USP8,P40818
USP8,P40818
PEX19,P40855
SLC26A3,P40879
SLC26A3,P40879
MDH1,P40925
MDH2,P40926
IL15,P40933
RFC5,P40937
RFC3,P40938
HADHA,P40939
PMEL,P40967
CCNF,P41002
EIF2S3,P41091
ID1,P41134
OPRD1,P41143
OPRK1,P41145
OPRL1,P41146
OPRL1,P41146
LEP,P41159
LEP,P41159
ETV5,P41161
ETV3,P41162
CASR,P41180
CASR,P41180
CASR,P41180
AQP2,P41181
BCL6,P41182
BCL6,P41182
CETN2,P41208
ETV6,P41212
EIF2D,P41214
CD200,P41217
MNDA,P41218
PRPH,P41219
RGS2,P41220
WNT5A,P41221
PTGDS,P41222
BUD31,P41223
SOX3,P41225
UBA7,P41226
NAA10,P41227
KDM5C,P41229
P2RY2,P41231
P2RY2,P41231
P2RY2,P41231
HNF4A,P41235
PPP1R2,P41236
PPP1R2,P41236
APOBEC1,P41238
APOBEC1,P41238
CSK,P41240
CSK,P41240
PNPLA4,P41247
PNPLA4,P41247
GARS,P41250
GARS,P41250
IARS,P41252
IARS,P41252
NBL1,P41271
NBL1,P41271
TNFSF9,P41273
MAP3K8,P41279
MAP3K8,P41279
FOLR3,P41439
SLC19A1,P41440
EIF1,P41567
ADCYAP1R1,P41586
VIPR2,P41587
GRM5,P41594
HTR2B,P41595
HTR2B,P41595
CCR2,P41597
TSPAN7,P41732
PRKCI,P41743
MC3R,P41968
ELK3,P41970
ELK3,P41970
ACTR1B,P42025
CD86,P42081
CD86,P42081
ECI1,P42126
ASIP,P42127
ASIP,P42127
TMPO,P42166
TMPO,P42167
STAT1,P42224
STAT6,P42226
STAT6,P42226
STAT5A,P42229
STAT5A,P42229
GRIA1,P42261
GRIA2,P42262
GRIA2,P42262
GRIA2,P42262
GRIA3,P42263
GRIA3,P42263
GRIA3,P42263
SKIV2L2,P42285
MTREX,P42285
AKR1C3,P42330
ARHGAP25,P42331
ARHGAP25,P42331
PIK3CA,P42336
PIK3CA,P42336
PIK3CB,P42338
PIK3CB,P42338
MTOR,P42345
MTOR,P42345
PI4KA,P42356
HAL,P42357
EPS15,P42566
MLLT3,P42568
CASP3,P42574
CASP3,P42574
CASP2,P42575
DPP6,P42658
RPS27,P42677
MATK,P42679
TEC,P42680
TXK,P42681
ABL2,P42684
FRK,P42685
HELZ,P42694
HELZ,P42694
NCAPD3,P42695
RBM34,P42696
IL12RB1,P42701
LIFR,P42702
LIFR,P42702
LRPPRC,P42704
ACAA2,P42765
RPL35,P42766
WAS,P42768
CDKN2A,P42771
CDKN2B,P42772
CDKN2C,P42773
CDKN2C,P42773
PRCP,P42785
CXCL5,P42830
NSG1,P42857
NSG1,P42857
HTT,P42858
ECE1,P42892
MTHFR,P42898
SLC1A3,P43003
SLC1A2,P43004
SLC1A1,P43005
SLC1A4,P43007
GDF5,P43026
GDF5,P43026
PAFAH1B1,P43034
GUCA1A,P43080
GUCA1A,P43080
PTGFR,P43088
PTGER3,P43115
PTGER3,P43115
PTGER2,P43116
PTGIR,P43119
MCAM,P43121
DCC,P43146
CRAT,P43155
CRAT,P43155
CRAT,P43155
CA7,P43166
GLP1R,P43220
CTSO,P43234
CTSK,P43235
MATR3,P43243
MSH2,P43246
GRK6,P43250
BTD,P43251
ETV4,P43268
ETV4,P43268
GPD2,P43304
GPD2,P43304
SSR1,P43307
SSR2,P43308
CRYBB2,P43320
CRYBB2,P43320
RAD52,P43351
RAD52,P43351
ALDH3B1,P43353
NR4A2,P43354
MAGEA1,P43355
MAGEA2B,P43356
MAGEA2,P43356
MAGEA3,P43357
MAGEA3,P43357
MAGEA4,P43358
MAGEA4,P43358
MAGEA5,P43359
MAGEA6,P43360
MAGEA6,P43360
MAGEA8,P43361
MAGEA8,P43361
MAGEA9B,P43362
MAGEA9B,P43362
MAGEA10,P43363
MAGEA10,P43363
MAGEA10,P43363
MAGEA10,P43363
MAGEA11,P43364
MAGEA12,P43365
MAGEA12,P43365
MAGEB1,P43366
MAGEB1,P43366
PTPN9,P43378
ZAP70,P43403
SYK,P43405
SYK,P43405
RANBP1,P43487
TNFRSF4,P43489
TNFRSF4,P43489
NAMPT,P43490
NAMPT,P43490
KIR2DL1,P43626
KIR2DL3,P43628
KIR3DL1,P43629
KIR3DL2,P43630
KIR2DS4,P43632
AFM,P43652
LPAR6,P43657
LPAR6,P43657
CHRNA4,P43681
PSMC4,P43686
GATA4,P43694
NKX2-1,P43699
TSFM,P43897
TNNT3,P45378
TNNT3,P45378
TNNT2,P45379
ASPA,P45381
ASPA,P45381
MMP13,P45452
ABCG1,P45844
PPIC,P45877
VDAC2,P45880
VDAC2,P45880
ACADSB,P45954
CBX5,P45973
CBX5,P45973
USP5,P45974
MAPK8,P45983
MAPK8,P45983
MAPK9,P45984
MAP2K4,P45985
MKI67,P46013
PHKA2,P46019
PHKA1,P46020
SLC15A1,P46059
RANGAP1,P46060
RANGAP1,P46060
RECQL,P46063
RECQL,P46063
NOP2,P46087
GPR3,P46089
GPR1,P46091
GPR1,P46091
CCR10,P46092
GPR4,P46093
GPR4,P46093
XCR1,P46094
XCR1,P46094
GPR6,P46095
HTR3A,P46098
HTR3A,P46098
ATRX,P46100
ATRX,P46100
ATRX,P46100
CRK,P46108
CRKL,P46109
MTIF2,P46199
MTIF2,P46199
BAG6,P46379
GSTM5,P46439
GSTM5,P46439
NSF,P46459
CDKN1B,P46527
NOTCH1,P46531
ASMT,P46597
ASMT,P46597
BDKRB1,P46663
IER3,P46695
SLCO1A2,P46721
SLCO1A2,P46721
MAP2K3,P46734
BRCC3,P46736
RPL27A,P46776
RPL5,P46777
RPL21,P46778
RPL28,P46779
RPS9,P46781
RPS5,P46782
RPS10,P46783
RPS10,P46783
MAP1B,P46821
GNPDA1,P46926
NEDD4,P46934
YAP1,P46937
UTRN,P46939
IQGAP1,P46940
HAAO,P46952
GYG1,P46976
STT3A,P46977
STT3A,P46977
GALR1,P47211
RABIF,P47224
CSN1S1,P47710
PLA2G4A,P47712
PLA2G4A,P47712
PLA2G4A,P47712
RAP1GAP,P47736
CAPZA2,P47755
CAPZB,P47756
GPR12,P47775
RGR,P47804
EIF1AX,P47813
EIF1AX,P47813
GABRA2,P47869
GABRA2,P47869
GABRB2,P47870
GCGR,P47871
GCGR,P47871
SCTR,P47872
OMP,P47874
OR3A1,P47881
OR3A1,P47881
OR1E2,P47887
OR3A3,P47888
OR1G1,P47890
OR3A2,P47893
ALDH1A3,P47895
ALDH1A3,P47895
QARS,P47897
HTR5A,P47898
P2RY1,P47900
AVPR1B,P47901
CDX1,P47902
RPL29,P47914
ID4,P47928
LGALS7B,P47929
LGALS7B,P47929
MT4,P47944
MT4,P47944
NPTX2,P47972
ZFP36L2,P47974
UQCRFS1,P47985
XDH,P47989
XCL1,P47992
XCL1,P47992
FASLG,P48023
SLC6A8,P48029
MTNR1A,P48039
ATP5O,P48047
ATP5PO,P48047
KCNJ1,P48048
KCNJ4,P48050
KCNJ4,P48050
KCNJ6,P48051
CPA2,P48052
GRIA4,P48058
GRIA4,P48058
GRIA4,P48058
LIMS1,P48059
LIMS1,P48059
GLIPR1,P48060
CXCL12,P48061
SLC6A12,P48065
SLC6A12,P48065
SLC6A11,P48066
SLC6A9,P48067
NPBWR1,P48145
NPBWR2,P48146
PREP,P48147
ME1,P48163
GJA8,P48165
GJA8,P48165
GLRB,P48167
GLRB,P48167
GABRA4,P48169
GABRA4,P48169
IREB2,P48200
IREB2,P48200
ATP5G3,P48201
ATP5MC3,P48201
TM4SF4,P48230
REG1B,P48304
TFPI2,P48307
LEPR,P48357
RFX2,P48378
RFX3,P48380
RFX3,P48380
RFX5,P48382
RFX5,P48382
PIP4K2A,P48426
SOX2,P48431
SOX9,P48436
RXRG,P48443
RXRG,P48443
ARCN1,P48444
ALDH3B2,P48448
ALDH3B2,P48448
ALDH3B2,P48448
ALDH3B2,P48448
LSS,P48449
LSS,P48449
PPP3CC,P48454
GCLC,P48506
GCLC,P48506
GCLM,P48507
CD151,P48509
CD151,P48509
PCP4,P48539
KCNJ5,P48544
KCNJ5,P48544
GIPR,P48546
KCNC1,P48547
KCNJ3,P48549
IFNAR2,P48551
IFNAR2,P48551
NRIP1,P48552
NRIP1,P48552
TRAPPC10,P48553
PSMD8,P48556
SERPINB4,P48594
SERPINB4,P48594
SERPINB10,P48595
SERPINB10,P48595
PRRC2A,P48634
PRRC2A,P48634
GSS,P48637
GSS,P48637
CCT5,P48643
NMU,P48645
NMU,P48645
PTDSS1,P48651
SLC1A6,P48664
KRT6C,P48668
NES,P48681
HSPA13,P48723
AMT,P48728
CSNK1A1,P48729
CSNK1D,P48730
IDH2,P48735
PIK3CG,P48736
PIK3CG,P48736
PITPNB,P48739
MASP1,P48740
HSPA7,P48741
LHX1,P48742
NOV,P48745
SLC4A3,P48751
SLC4A3,P48751
SLC9A3,P48764
TDO2,P48775
TNNI2,P48788
TNNI2,P48788
ADGRE5,P48960
TRPC1,P48995
POLD2,P49005
POLD2,P49005
MARCKSL1,P49006
HCAR3,P49019
PXN,P49023
CAMLG,P49069
NR2C2,P49116
MAPKAPK2,P49137
NPY2R,P49146
NPY2R,P49146
DNASE1L1,P49184
DNASE1L1,P49184
ALDH9A1,P49189
PTH2R,P49190
PTH2R,P49190
RPL34,P49207
RPL34,P49207
TGM4,P49221
SPINT3,P49223
CX3CR1,P49238
CX3CR1,P49238
RPIA,P49247
LMAN1,P49257
SLC11A1,P49279
SLC11A2,P49281
SLC11A2,P49281
MTNR1B,P49286
MTNR1B,P49286
NASP,P49321
FMO5,P49326
